Participant,Guide,Set,Phase,Block,Trial,TrialName,TriggeredName,Result,Mode,RestartCount,DrawTime,NoviceTime,EndTime,TriggerDuration,GripDuration,IdleDuration
P1,Sheet,Set2,Training,B3,T13,Seoul,Seoul,TRUE,Expert,0,1.183,0,3.671,2.488,0,1.183
P1,Sheet,Set2,Training,B3,T14,Seoul,Berlin,FALSE,Expert,0,0.558,0,2.359,1.801,0,0.558
P1,Sheet,Set2,Training,B3,T15,Seoul,NR,FALSE,Expert,0,0.6,0,2.56,1.96,0,0.6
P1,Sheet,Set2,Training,B3,T16,Milan,NR,FALSE,Expert,0,0.654,0,2.8,2.145,0,0.654
P1,Sheet,Set2,Training,B3,T17,Milan,Milan,TRUE,Expert,0,0.725,0,3.656,2.931,0,0.725
P1,Sheet,Set2,Training,B3,T18,Milan,Milan,TRUE,Expert,0,0.767,0,1.788,1.021,0,0.767
P1,Sheet,Set2,Training,B3,T19,Toronto,Toronto,TRUE,Expert,0,0.948,0,2.887,1.939,0,0.948
P1,Sheet,Set2,Training,B3,T20,Toronto,Toronto,TRUE,Expert,0,0.6,0,3.279,2.679,0,0.6
P1,Sheet,Set2,Training,B3,T21,Toronto,Toronto,TRUE,Expert,0,0.878,0,3.312,2.434,0,0.878
P1,Sheet,Set2,Training,B3,T22,Austin,Austin,TRUE,Expert,0,1.574,0,3.842,2.268,0,1.574
P1,Sheet,Set2,Training,B3,T23,Austin,Austin,TRUE,Expert,0,0.544,0,3.224,2.68,0,0.544
P1,Sheet,Set2,Training,B3,T24,Austin,Austin,TRUE,Expert,0,0.655,0,2.509,1.854,0,0.655
P1,Sheet,Set2,Test,B3,T1,Milan,Milan,TRUE,Expert,0,9.113,0,10.806,1.692,0,9.113
P1,Sheet,Set2,Test,B3,T2,Doha,Doha,TRUE,Expert,0,1.142,0,3.199,2.057,0,1.142
P1,Sheet,Set2,Test,B3,T3,Toronto,Toronto,TRUE,Expert,0,0.934,0,2.661,1.727,0,0.934
P1,Sheet,Set2,Test,B3,T4,Prague,Prague,TRUE,Expert,0,2.005,0,3.634,1.629,0,2.005
P1,Sheet,Set2,Test,B3,T5,Seoul,Seoul,TRUE,Expert,0,1.129,0,3.834,2.705,0,1.129
P1,Sheet,Set2,Test,B3,T6,Houston,Houston,TRUE,Expert,0,0.989,0,2.695,1.706,0,0.989
P1,Sheet,Set2,Test,B3,T7,Frankfurt,Frankfurt,TRUE,Expert,0,1.866,0,4.138,2.272,0,1.866
P1,Sheet,Set2,Test,B3,T8,Austin,Austin,TRUE,Expert,0,0.933,0,2.695,1.762,0,0.933
P1,Sheet,Set2,PostTest,B1,T1,Zurich,Zurich,TRUE,Expert,0,1.375,0,2.691,1.316,0,1.375
P1,Sheet,Set2,PostTest,B1,T2,Doha,Doha,TRUE,Expert,0,0.962,0,2.862,1.901,0,0.962
P1,Sheet,Set2,PostTest,B1,T3,Prague,Prague,TRUE,Expert,0,0.782,0,2.235,1.453,0,0.782
P1,Sheet,Set2,PostTest,B1,T4,Boston,NR,FALSE,Expert,0,1.226,0,2.765,1.539,0,1.226
P1,Sheet,Set2,PostTest,B1,T5,Seoul,Seoul,TRUE,Expert,0,0.877,0,2.562,1.685,0,0.877
P1,Sheet,Set2,PostTest,B1,T6,Frankfurt,NR,FALSE,Expert,0,1.102,0,2.111,1.009,0,1.102
P1,Sheet,Set2,PostTest,B1,T7,Milan,NR,FALSE,Expert,0,0.85,0,2.161,1.311,0,0.85
P1,Sheet,Set2,PostTest,B1,T8,Washington,Prague,FALSE,Expert,0,7.215,0,8.525,1.31,0,7.215
P1,Sheet,Set2,PostTest,B1,T9,Osaka,San Diego,FALSE,Expert,0,1.643,0,3.053,1.411,0,1.643
P1,Sheet,Set2,PostTest,B1,T10,Austin,Austin,TRUE,Expert,0,1.963,0,3.365,1.401,0,1.963
P1,Sheet,Set2,PostTest,B1,T11,Las Vegas,Zurich,FALSE,Expert,0,1.364,0,3.021,1.657,0,1.364
P1,Sheet,Set2,PostTest,B1,T12,San Diego,Doha,FALSE,Expert,0,0.892,0,2.404,1.512,0,0.892
P1,Sheet,Set2,PostTest,B1,T13,Berlin,NR,FALSE,Expert,0,0.905,0,5.373,4.468,0,0.905
P1,Sheet,Set2,PostTest,B1,T14,Houston,Houston,TRUE,Expert,0,0.919,0,2.428,1.509,0,0.919
P1,Sheet,Set2,PostTest,B1,T15,Hong Kong,Las Vegas,FALSE,Expert,0,0.947,0,10.902,9.955,0,0.947
P1,Sheet,Set2,PostTest,B1,T16,Toronto,Toronto,TRUE,Expert,0,1.616,0,3.646,2.03,0,1.616
P2,Octo,Set2,PreTest,B1,T1,Seoul,Prague,FALSE,Expert,0,3.253,0,3.772,0.518,0,3.253
P2,Octo,Set2,PreTest,B1,T2,Milan,NR,FALSE,Expert,0,0.86,0,1.365,0.505,0,0.86
P2,Octo,Set2,PreTest,B1,T3,Austin,Hong Kong,FALSE,Expert,0,0.488,0,1.131,0.643,0,0.488
P2,Octo,Set2,PreTest,B1,T4,Berlin,NR,FALSE,Expert,0,0.445,0,1.292,0.847,0,0.445
P2,Octo,Set2,PreTest,B1,T5,Toronto,Doha,FALSE,Expert,0,1.03,0,1.952,0.921,0,1.03
P2,Octo,Set2,PreTest,B1,T6,Zurich,Zurich,TRUE,Expert,0,0.905,0,1.469,0.564,0,0.905
P2,Octo,Set2,PreTest,B1,T7,Houston,NR,FALSE,Expert,0,1.754,0,2.196,0.442,0,1.754
P2,Octo,Set2,PreTest,B1,T8,Prague,Las Vegas,FALSE,Expert,0,0.614,0,2.921,2.307,0,0.614
P2,Octo,Set2,PreTest,B1,T9,Boston,Prague,FALSE,Expert,0,0.877,0,1.602,0.725,0,0.877
P2,Octo,Set2,PreTest,B1,T10,Hong Kong,NR,FALSE,Expert,0,1.336,0,2.164,0.828,0,1.336
P2,Octo,Set2,PreTest,B1,T11,Doha,Doha,TRUE,Expert,0,3.907,0,4.745,0.838,0,3.907
P2,Octo,Set2,PreTest,B1,T12,Frankfurt,Prague,FALSE,Expert,0,0.946,0,1.393,0.446,0,0.946
P2,Octo,Set2,PreTest,B1,T13,Las Vegas,Seoul,FALSE,Expert,0,0.502,0,1.601,1.099,0,0.502
P2,Octo,Set2,PreTest,B1,T14,San Diego,Doha,FALSE,Expert,0,0.598,0,1.666,1.068,0,0.598
P2,Octo,Set2,PreTest,B1,T15,Osaka,Prague,FALSE,Expert,0,0.78,0,1.937,1.157,0,0.78
P2,Octo,Set2,PreTest,B1,T16,Washington,Berlin,FALSE,Expert,0,0.627,0,1.623,0.996,0,0.627
P2,Octo,Set2,Training,B1,T1,Houston,Houston,TRUE,Novice,0,3.349,3.639,12.381,4.15,4.882,3.349
P2,Octo,Set2,Training,B1,T2,Houston,Houston,TRUE,Expert,0,0.893,0,2.178,1.285,0,0.893
P2,Octo,Set2,Training,B1,T3,Houston,Houston,TRUE,Novice,0,1.142,1.421,2.843,1.702,0,1.142
P2,Octo,Set2,Training,B1,T4,Doha,Doha,TRUE,Novice,0,1.417,2.097,6.39,3.758,1.214,1.417
P2,Octo,Set2,Training,B1,T5,Doha,Doha,TRUE,Novice,0,1.503,1.996,10.919,3.086,6.329,1.503
P2,Octo,Set2,Training,B1,T6,Doha,Doha,TRUE,Expert,0,0.864,0,2.079,1.215,0,0.864
P2,Octo,Set2,Training,B1,T7,Frankfurt,Frankfurt,TRUE,Novice,0,1.392,1.671,3.761,2.369,0,1.392
P2,Octo,Set2,Training,B1,T8,Frankfurt,Frankfurt,TRUE,Expert,0,0.879,0,2.182,1.303,0,0.879
P2,Octo,Set2,Training,B1,T9,Frankfurt,Frankfurt,TRUE,Expert,0,1.296,0,2.458,1.162,0,1.296
P2,Octo,Set2,Training,B1,T10,Austin,Austin,TRUE,Novice,0,1.256,1.532,4.87,3.615,0,1.256
P2,Octo,Set2,Training,B1,T11,Austin,Austin,TRUE,Expert,0,0.766,0,2.768,2.002,0,0.766
P2,Octo,Set2,Training,B1,T12,Austin,Austin,TRUE,Novice,1,3.277,1.032,5.102,4.133,0,0.97
P2,Octo,Set2,Training,B1,T13,Seoul,Seoul,TRUE,Novice,0,1.419,1.705,8.461,4.81,2.232,1.419
P2,Octo,Set2,Training,B1,T14,Seoul,NR,FALSE,Expert,0,0.615,0,2.615,2,0,0.615
P2,Octo,Set2,Training,B1,T15,Seoul,NR,FALSE,Expert,0,0.627,0,2.66,2.033,0,0.627
P2,Octo,Set2,Training,B1,T16,Prague,Prague,TRUE,Novice,0,1.408,1.791,7.247,3.788,2.051,1.408
P2,Octo,Set2,Training,B1,T17,Prague,Prague,TRUE,Expert,0,0.655,0,2.038,1.382,0,0.655
P2,Octo,Set2,Training,B1,T18,Prague,Prague,TRUE,Expert,0,0.545,0,1.941,1.396,0,0.545
P2,Octo,Set2,Training,B1,T19,Milan,Milan,TRUE,Novice,0,1.95,2.229,13.394,2.712,8.732,1.95
P2,Octo,Set2,Training,B1,T20,Milan,Milan,TRUE,Expert,0,0.584,0,1.48,0.896,0,0.584
P2,Octo,Set2,Training,B1,T21,Milan,Milan,TRUE,Expert,0,0.892,0,2.291,1.399,0,0.892
P2,Octo,Set2,Training,B1,T22,Toronto,Toronto,TRUE,Novice,0,1.657,1.936,7.402,2.52,3.226,1.657
P2,Octo,Set2,Training,B1,T23,Toronto,Toronto,TRUE,Expert,0,0.626,0,1.933,1.307,0,0.626
P2,Octo,Set2,Training,B1,T24,Toronto,Toronto,TRUE,Expert,0,0.627,0,1.868,1.241,0,0.627
P2,Octo,Set2,Test,B1,T1,Austin,Prague,FALSE,Expert,0,3.06,0,3.822,0.762,0,3.06
P2,Octo,Set2,Test,B1,T2,Houston,NR,FALSE,Expert,0,3.31,0,4.3,0.99,0,3.31
P2,Octo,Set2,Test,B1,T3,Milan,Milan,TRUE,Expert,1,5.365,0,6.161,3.605,0,2.556
P2,Octo,Set2,Test,B1,T4,Frankfurt,Frankfurt,TRUE,Expert,0,1.168,0,2.17,1.002,0,1.168
P2,Octo,Set2,Test,B1,T5,Doha,Doha,TRUE,Expert,0,0.962,0,2.118,1.157,0,0.962
P2,Octo,Set2,Test,B1,T6,Prague,Prague,TRUE,Expert,0,1.059,0,2.029,0.971,0,1.059
P2,Octo,Set2,Test,B1,T7,Seoul,NR,FALSE,Expert,0,2.463,0,3.524,1.061,0,2.463
P2,Octo,Set2,Test,B1,T8,Toronto,Toronto,TRUE,Expert,0,2.144,0,3.442,1.298,0,2.144
P2,Octo,Set2,Training,B2,T1,Seoul,Seoul,TRUE,Novice,0,1.905,2.193,4.879,2.974,0,1.905
P2,Octo,Set2,Training,B2,T2,Seoul,Seoul,TRUE,Expert,0,0.669,0,2.477,1.808,0,0.669
P2,Octo,Set2,Training,B2,T3,Seoul,Seoul,TRUE,Expert,0,0.643,0,2.609,1.966,0,0.643
P2,Octo,Set2,Training,B2,T4,Frankfurt,Frankfurt,TRUE,Novice,0,0.836,1.954,3.712,2.876,0,0.836
P2,Octo,Set2,Training,B2,T5,Frankfurt,Frankfurt,TRUE,Novice,0,0.641,1.88,3.31,2.669,0,0.641
P2,Octo,Set2,Training,B2,T6,Frankfurt,Frankfurt,TRUE,Novice,0,0.738,1.017,3.331,2.593,0,0.738
P2,Octo,Set2,Training,B2,T7,Houston,Houston,TRUE,Novice,0,0.865,1.198,3.027,2.162,0,0.865
P2,Octo,Set2,Training,B2,T8,Houston,Houston,TRUE,Expert,0,0.807,0,2.94,2.132,0,0.807
P2,Octo,Set2,Training,B2,T9,Houston,Houston,TRUE,Expert,0,0.851,0,2.597,1.746,0,0.851
P2,Octo,Set2,Training,B2,T10,Toronto,Toronto,TRUE,Novice,0,1.782,2.077,3.966,2.183,0,1.782
P2,Octo,Set2,Training,B2,T11,Toronto,Toronto,TRUE,Novice,0,0.849,1.151,3.498,2.649,0,0.849
P2,Octo,Set2,Training,B2,T12,Toronto,Toronto,TRUE,Novice,0,1.087,1.385,4.023,2.936,0,1.087
P2,Octo,Set2,Training,B2,T13,Milan,Milan,TRUE,Novice,0,1.155,2.421,3.411,2.255,0,1.155
P2,Octo,Set2,Training,B2,T14,Milan,Milan,TRUE,Novice,0,1.517,1.802,10.922,2.854,6.55,1.517
P2,Octo,Set2,Training,B2,T15,Milan,Milan,TRUE,Expert,0,0.723,0,1.946,1.223,0,0.723
P2,Octo,Set2,Training,B2,T16,Doha,Doha,TRUE,Expert,0,1.336,0,2.582,1.246,0,1.336
P2,Octo,Set2,Training,B2,T17,Doha,Doha,TRUE,Expert,0,0.571,0,1.853,1.282,0,0.571
P2,Octo,Set2,Training,B2,T18,Doha,Doha,TRUE,Expert,0,0.586,0,1.908,1.322,0,0.586
P2,Octo,Set2,Training,B2,T19,Austin,Austin,TRUE,Novice,0,1.879,2.172,5.185,3.306,0,1.879
P2,Octo,Set2,Training,B2,T20,Austin,Austin,TRUE,Novice,0,0.681,1.072,3.111,2.43,0,0.681
P2,Octo,Set2,Training,B2,T21,Austin,Austin,TRUE,Novice,0,0.809,1.085,2.692,1.884,0,0.809
P2,Octo,Set2,Training,B2,T22,Prague,Prague,TRUE,Expert,0,1.628,0,2.954,1.326,0,1.628
P2,Octo,Set2,Training,B2,T23,Prague,Prague,TRUE,Expert,0,2.839,0,4.199,1.36,0,2.839
P2,Octo,Set2,Training,B2,T24,Prague,Prague,TRUE,Expert,0,1.184,0,2.856,1.673,0,1.184
P2,Octo,Set2,Test,B2,T1,Milan,Houston,FALSE,Expert,0,7.045,0,8.122,1.077,0,7.045
P2,Octo,Set2,Test,B2,T2,Toronto,Toronto,TRUE,Expert,0,1.519,0,2.845,1.326,0,1.519
P2,Octo,Set2,Test,B2,T3,Austin,Milan,FALSE,Expert,0,2.006,0,2.853,0.847,0,2.006
P2,Octo,Set2,Test,B2,T4,Doha,Doha,TRUE,Expert,0,2.075,0,3.453,1.379,0,2.075
P2,Octo,Set2,Test,B2,T5,Frankfurt,Frankfurt,TRUE,Expert,0,2.491,0,3.531,1.041,0,2.491
P2,Octo,Set2,Test,B2,T6,Houston,Houston,TRUE,Expert,0,3.172,0,4.26,1.088,0,3.172
P2,Octo,Set2,Test,B2,T7,Seoul,NR,FALSE,Expert,0,4.061,0,6.157,2.095,0,4.061
P2,Octo,Set2,Test,B2,T8,Prague,Prague,TRUE,Expert,0,2.199,0,5.359,3.16,0,2.199
P2,Octo,Set2,Training,B3,T1,Prague,Prague,TRUE,Novice,0,0.542,1.581,7.406,4.148,2.716,0.542
P2,Octo,Set2,Training,B3,T2,Prague,Prague,TRUE,Expert,0,0.614,0,1.968,1.353,0,0.614
P2,Octo,Set2,Training,B3,T3,Prague,Prague,TRUE,Expert,0,0.726,0,2.112,1.386,0,0.726
P2,Octo,Set2,Training,B3,T4,Milan,Milan,TRUE,Novice,0,1.309,1.59,8.641,7.332,0,1.309
P2,Octo,Set2,Training,B3,T5,Milan,Milan,TRUE,Novice,0,0.67,1.021,2.544,1.875,0,0.67
P2,Octo,Set2,Training,B3,T6,Milan,Milan,TRUE,Novice,0,0.754,1.047,4.628,2.465,1.41,0.754
P2,Octo,Set2,Training,B3,T7,Toronto,Toronto,TRUE,Novice,0,0.906,1.205,3.745,2.839,0,0.906
P2,Octo,Set2,Training,B3,T8,Toronto,Toronto,TRUE,Expert,0,0.781,0,1.999,1.218,0,0.781
P2,Octo,Set2,Training,B3,T9,Toronto,Toronto,TRUE,Expert,0,0.753,0,1.946,1.194,0,0.753
P2,Octo,Set2,Training,B3,T10,Doha,Doha,TRUE,Expert,0,0.92,0,2.361,1.44,0,0.92
P2,Octo,Set2,Training,B3,T11,Doha,Doha,TRUE,Expert,0,0.628,0,2.077,1.449,0,0.628
P2,Octo,Set2,Training,B3,T12,Doha,Doha,TRUE,Expert,0,0.851,0,2.203,1.352,0,0.851
P2,Octo,Set2,Training,B3,T13,Houston,Houston,TRUE,Novice,0,3.535,3.821,7.353,2.676,1.142,3.535
P2,Octo,Set2,Training,B3,T14,Houston,Houston,TRUE,Expert,0,0.752,0,2.083,1.33,0,0.752
P2,Octo,Set2,Training,B3,T15,Houston,Houston,TRUE,Novice,0,0.933,1.212,2.793,1.86,0,0.933
P2,Octo,Set2,Training,B3,T16,Frankfurt,Frankfurt,TRUE,Expert,0,2.548,0,3.75,1.203,0,2.548
P2,Octo,Set2,Training,B3,T17,Frankfurt,Frankfurt,TRUE,Expert,0,0.92,0,2.327,1.407,0,0.92
P2,Octo,Set2,Training,B3,T18,Frankfurt,Frankfurt,TRUE,Expert,0,1.323,0,2.945,1.623,0,1.323
P2,Octo,Set2,Training,B3,T19,Austin,Austin,TRUE,Novice,0,2.423,2.716,5.067,2.644,0,2.423
P2,Octo,Set2,Training,B3,T20,Austin,Austin,TRUE,Novice,0,0.752,2.697,4.802,4.05,0,0.752
P2,Octo,Set2,Training,B3,T21,Austin,Austin,TRUE,Expert,0,0.641,0,2.115,1.474,0,0.641
P2,Octo,Set2,Training,B3,T22,Seoul,Seoul,TRUE,Novice,0,1.131,2.87,4.899,3.768,0,1.131
P2,Octo,Set2,Training,B3,T23,Seoul,Seoul,TRUE,Expert,0,0.947,0,3.021,2.074,0,0.947
P2,Octo,Set2,Training,B3,T24,Seoul,Seoul,TRUE,Novice,0,0.919,1.432,3.433,2.513,0,0.919
P2,Octo,Set2,Test,B3,T1,Prague,Prague,TRUE,Expert,0,2.072,0,3.189,1.117,0,2.072
P2,Octo,Set2,Test,B3,T2,Toronto,Toronto,TRUE,Expert,0,0.878,0,1.977,1.099,0,0.878
P2,Octo,Set2,Test,B3,T3,Doha,Doha,TRUE,Expert,0,4.105,0,5.279,1.174,0,4.105
P2,Octo,Set2,Test,B3,T4,Milan,Milan,TRUE,Expert,0,2.436,0,3.192,0.756,0,2.436
P2,Octo,Set2,Test,B3,T5,Frankfurt,Frankfurt,TRUE,Expert,0,5.298,0,6.688,1.39,0,5.298
P2,Octo,Set2,Test,B3,T6,Seoul,Seoul,TRUE,Expert,0,2.033,0,3.727,1.695,0,2.033
P2,Octo,Set2,Test,B3,T7,Austin,Austin,TRUE,Expert,0,2.047,0,3.264,1.217,0,2.047
P2,Octo,Set2,Test,B3,T8,Houston,NR,FALSE,Expert,0,0.947,0,1.846,0.899,0,0.947
P2,Octo,Set2,PostTest,B1,T1,Osaka,Osaka,TRUE,Expert,1,6.637,0,7.792,2.487,0,5.304
P2,Octo,Set2,PostTest,B1,T2,Frankfurt,Frankfurt,TRUE,Expert,0,0.808,0,1.78,0.972,0,0.808
P2,Octo,Set2,PostTest,B1,T3,Hong Kong,NR,FALSE,Expert,0,2.617,0,3.143,0.526,0,2.617
P2,Octo,Set2,PostTest,B1,T4,Austin,Austin,TRUE,Expert,0,1.323,0,2.423,1.1,0,1.323
P2,Octo,Set2,PostTest,B1,T5,Doha,Doha,TRUE,Expert,0,0.725,0,1.788,1.063,0,0.725
P2,Octo,Set2,PostTest,B1,T6,San Diego,Zurich,FALSE,Expert,0,2.38,0,3.356,0.976,0,2.38
P2,Octo,Set2,PostTest,B1,T7,Las Vegas,Frankfurt,FALSE,Expert,0,2.546,0,3.443,0.897,0,2.546
P2,Octo,Set2,PostTest,B1,T8,Seoul,Seoul,TRUE,Expert,0,0.919,0,2.71,1.791,0,0.919
P2,Octo,Set2,PostTest,B1,T9,Berlin,NR,FALSE,Expert,0,1.296,0,2.721,1.425,0,1.296
P2,Octo,Set2,PostTest,B1,T10,Milan,Milan,TRUE,Expert,0,1.393,0,2.276,0.884,0,1.393
P2,Octo,Set2,PostTest,B1,T11,Toronto,Toronto,TRUE,Expert,0,1.838,0,2.911,1.074,0,1.838
P2,Octo,Set2,PostTest,B1,T12,Boston,Prague,FALSE,Expert,0,2.462,0,3.3,0.838,0,2.462
P2,Octo,Set2,PostTest,B1,T13,Washington,Toronto,FALSE,Expert,0,1.99,0,3.618,1.628,0,1.99
P2,Octo,Set2,PostTest,B1,T14,Zurich,Zurich,TRUE,Expert,0,1.003,0,1.691,0.687,0,1.003
P2,Octo,Set2,PostTest,B1,T15,Prague,Prague,TRUE,Expert,0,1.156,0,2.095,0.938,0,1.156
P2,Octo,Set2,PostTest,B1,T16,Houston,Houston,TRUE,Expert,0,1.087,0,2.028,0.941,0,1.087
P2,Sheet,Set1,PreTest,B1,T1,San Francisco,San Francisco,TRUE,Expert,0,2.155,0,3.729,1.574,0,2.155
P2,Sheet,Set1,PreTest,B1,T2,Rome,Beijing,FALSE,Expert,0,0.515,0,0.856,0.341,0,0.515
P2,Sheet,Set1,PreTest,B1,T3,Tokyo,Barcelona,FALSE,Expert,0,0.487,0,1.326,0.839,0,0.487
P2,Sheet,Set1,PreTest,B1,T4,Beijing,London,FALSE,Expert,0,0.515,0,1.267,0.753,0,0.515
P2,Sheet,Set1,PreTest,B1,T5,Amsterdam,NR,FALSE,Expert,0,0.626,0,1.584,0.958,0,0.626
P2,Sheet,Set1,PreTest,B1,T6,Madrid,Dubai,FALSE,Expert,0,0.891,0,1.39,0.498,0,0.891
P2,Sheet,Set1,PreTest,B1,T7,Chicago,Singapore,FALSE,Expert,0,0.68,0,2.025,1.345,0,0.68
P2,Sheet,Set1,PreTest,B1,T8,London,Singapore,FALSE,Expert,0,0.489,0,1.712,1.222,0,0.489
P2,Sheet,Set1,PreTest,B1,T9,Singapore,Beijing,FALSE,Expert,0,0.612,0,1.945,1.332,0,0.612
P2,Sheet,Set1,PreTest,B1,T10,Paris,Barcelona,FALSE,Expert,0,0.893,0,1.855,0.962,0,0.893
P2,Sheet,Set1,PreTest,B1,T11,Abu Dhabi,NR,FALSE,Expert,0,0.934,0,2.398,1.464,0,0.934
P2,Sheet,Set1,PreTest,B1,T12,Los Angeles,Beijing,FALSE,Expert,0,0.809,0,2.187,1.378,0,0.809
P2,Sheet,Set1,PreTest,B1,T13,New York,Barcelona,FALSE,Expert,0,0.948,0,1.965,1.017,0,0.948
P2,Sheet,Set1,PreTest,B1,T14,Barcelona,Chicago,FALSE,Expert,0,1.658,0,2.881,1.224,0,1.658
P2,Sheet,Set1,PreTest,B1,T15,Dubai,Beijing,FALSE,Expert,0,0.515,0,1.705,1.19,0,0.515
P2,Sheet,Set1,PreTest,B1,T16,Moscow,NR,FALSE,Expert,0,0.919,0,2.216,1.297,0,0.919
P2,Sheet,Set1,Training,B1,T1,Tokyo,Tokyo,TRUE,Novice,0,5.976,1.767,8.058,2.082,2.987,2.99
P2,Sheet,Set1,Training,B1,T2,Tokyo,Tokyo,TRUE,Expert,0,0.586,0,2.279,1.693,0,0.586
P2,Sheet,Set1,Training,B1,T3,Tokyo,Tokyo,TRUE,Expert,0,0.627,0,1.995,1.369,0,0.627
P2,Sheet,Set1,Training,B1,T4,Singapore,Singapore,TRUE,Novice,0,6.218,0.711,8.766,2.548,4.563,1.655
P2,Sheet,Set1,Training,B1,T5,Singapore,Singapore,TRUE,Expert,0,1.296,0,3.015,1.719,0,1.296
P2,Sheet,Set1,Training,B1,T6,Singapore,Singapore,TRUE,Novice,0,4.993,0.99,6.682,1.689,3.002,1.991
P2,Sheet,Set1,Training,B1,T7,Dubai,Dubai,TRUE,Novice,0,3.021,0.488,4.822,1.801,1.865,1.156
P2,Sheet,Set1,Training,B1,T8,Dubai,San Francisco,FALSE,Expert,0,0.653,0,2.368,1.714,0,0.653
P2,Sheet,Set1,Training,B1,T9,Dubai,Dubai,TRUE,Expert,0,0.641,0,1.863,1.222,0,0.641
P2,Sheet,Set1,Training,B1,T10,Amsterdam,Amsterdam,TRUE,Novice,0,2.424,0.669,3.904,1.48,0.975,1.449
P2,Sheet,Set1,Training,B1,T11,Amsterdam,Amsterdam,TRUE,Novice,1,6.633,4.739,8.33,5.025,1.058,2.247
P2,Sheet,Set1,Training,B1,T12,Amsterdam,Amsterdam,TRUE,Novice,0,3.522,0.837,4.95,1.428,1.767,1.756
P2,Sheet,Set1,Training,B1,T13,Madrid,Barcelona,FALSE,Novice,0,4.651,1.263,5.516,0.865,2.442,2.209
P2,Sheet,Set1,Training,B1,T14,Madrid,London,FALSE,Expert,0,0.753,0,1.66,0.906,0,0.753
P2,Sheet,Set1,Training,B1,T15,Madrid,Madrid,TRUE,Novice,0,2.353,0.697,3.338,0.984,0.557,1.797
P2,Sheet,Set1,Training,B1,T16,Los Angeles,NR,FALSE,Novice,0,3.325,0.723,4.305,0.98,1.504,1.82
P2,Sheet,Set1,Training,B1,T17,Los Angeles,Tokyo,FALSE,Novice,0,2.464,0.406,3.95,1.487,1.07,1.394
P2,Sheet,Set1,Training,B1,T18,Los Angeles,Los Angeles,TRUE,Novice,0,3.492,0.46,5.035,1.543,1.292,2.2
P2,Sheet,Set1,Training,B1,T19,Paris,Paris,TRUE,Novice,0,5.092,0.55,6.125,1.032,2.468,2.624
P2,Sheet,Set1,Training,B1,T20,Paris,Paris,TRUE,Expert,0,0.92,0,1.828,0.908,0,0.92
P2,Sheet,Set1,Training,B1,T21,Paris,Paris,TRUE,Expert,0,0.696,0,1.627,0.93,0,0.696
P2,Sheet,Set1,Training,B1,T22,Abu Dhabi,Abu Dhabi,TRUE,Novice,0,3.937,0.544,5.248,1.311,2.545,1.392
P2,Sheet,Set1,Training,B1,T23,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,0.695,0,2.258,1.563,0,0.695
P2,Sheet,Set1,Training,B1,T24,Abu Dhabi,Abu Dhabi,TRUE,Expert,0,1.044,0,2.454,1.41,0,1.044
P2,Sheet,Set1,Test,B1,T1,Tokyo,Tokyo,TRUE,Expert,0,1.474,0,2.747,1.273,0,1.474
P2,Sheet,Set1,Test,B1,T2,Singapore,NR,FALSE,Expert,0,2.199,0,3.828,1.629,0,2.199
P2,Sheet,Set1,Test,B1,T3,Amsterdam,Amsterdam,TRUE,Expert,0,1.281,0,2.464,1.183,0,1.281
P2,Sheet,Set1,Test,B1,T4,Madrid,London,FALSE,Expert,0,1.712,0,2.564,0.852,0,1.712
P2,Sheet,Set1,Test,B1,T5,Dubai,Dubai,TRUE,Expert,0,1.463,0,3.745,2.283,0,1.463
P2,Sheet,Set1,Test,B1,T6,Los Angeles,Los Angeles,TRUE,Expert,0,1.686,0,2.81,1.124,0,1.686
P2,Sheet,Set1,Test,B1,T7,Abu Dhabi,Beijing,FALSE,Expert,0,11.521,0,11.974,0.453,0,11.521
P2,Sheet,Set1,Test,B1,T8,Paris,Paris,TRUE,Expert,0,1.489,0,2.276,0.788,0,1.489
P2,Sheet,Set1,Training,B2,T1,Los Angeles,Los Angeles,TRUE,Novice,1,6.529,2.193,8.167,2.658,2.03,3.479
P2,Sheet,Set1,Training,B2,T2,Los Angeles,Los Angeles,TRUE,Expert,0,1.03,0,2.6,1.57,0,1.03
P2,Sheet,Set1,Training,B2,T3,Los Angeles,Los Angeles,TRUE,Novice,0,2.463,0.57,3.889,1.426,0.835,1.628
P2,Sheet,Set1,Training,B2,T4,Paris,Paris,TRUE,Novice,0,2.88,0.571,4.061,1.181,1.39,1.49
P2,Sheet,Set1,Training,B2,T5,Paris,Paris,TRUE,Expert,0,0.627,0,1.605,0.978,0,0.627
P2,Sheet,Set1,Training,B2,T6,Paris,Paris,TRUE,Expert,0,0.738,0,2.017,1.279,0,0.738
P2,Sheet,Set1,Training,B2,T7,Tokyo,Tokyo,TRUE,Novice,0,5.548,0.488,7.004,1.455,3.963,1.586
P2,Sheet,Set1,Training,B2,T8,Tokyo,Tokyo,TRUE,Expert,0,0.654,0,2.064,1.41,0,0.654
P2,Sheet,Set1,Training,B2,T9,Tokyo,NR,FALSE,Novice,0,2.492,0.615,3.835,1.343,1.057,1.435
P2,Sheet,Set1,Training,B2,T10,Amsterdam,Amsterdam,TRUE,Novice,0,2.728,0.586,4.208,1.48,1.391,1.337
